BUCHUNGSNUMMER;SACHKONTO;BUCHUNGSDATUM;AENDERUNGSART;BENUTZER;GEAENDERT_AM;GEAENDERT_UM;BEMERKUNG;FESTSCHREIBUNG_VOR_AENDERUNG
5658944652;448020-XPGKTOP 050-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;07.04.2025;12:16:00;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658951568;440020-BSP-800171----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658952518;440020-BSP-801620----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658952536;440020-BSP-801620----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954474;440020-BSP-802527----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954472;440020-BSP-802527----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954476;440020-BSP-802527----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658952838;440020-BSP-802183----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954294;440020-BSP-802502----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954296;440020-BSP-802502----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954298;440020-BSP-802502----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954562;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954564;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954540;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954548;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954514;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954516;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954546;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954518;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954508;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954538;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954572;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954560;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954522;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954520;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954566;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954550;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954558;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954512;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954552;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954544;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954504;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954524;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954556;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954510;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954536;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954534;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954554;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954506;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954542;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954568;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954570;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954526;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954528;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954532;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954530;440020-BSP-802773----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658952066;440020-BSP-800917----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658952064;440020-BSP-800917----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658952062;440020-BSP-800917----10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658951567;440020-XGSFTOP50 100-800171---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658952061;440020-XGSFTOP30 100 _G-800917---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658952063;440020-XGSFTOP30 120 _G-800917---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658952065;440020-XZMPPLUS 080X180-800917---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658952517;440020-XGGKTOP30 030-801620---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658952535;440020-XPGKTOP 020-801620---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658952837;440020-XPGKTOP 160-802183---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954293;440020-XGSFTOP30 040-802502---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954295;440020-XGSFTOP30 060-802502---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954297;440020-XGSFTOP30 100 _G-802502---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954471;440020-XGSFTOP50 100-802527---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954473;440020-XGSFTOP50 120-802527---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954475;440020-XGSFTOP50 140-802527---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954503;440020-XGSFPLUS30 080-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954505;440020-XGSFPLUS30 100-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954507;440020-XGSFPLUS30 140-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954509;440020-XGSFPLUS30 160-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954511;440020-XGSFPLUS30 180-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954513;448020-XGSFPRM30 080-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954515;448020-XGSFPRM30 120-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954517;448020-XGSFPRM30 140-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954519;440020-XGSFTOP30 030-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954521;440020-XGSFTOP30 040-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954523;440020-XGSFTOP30 050-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954525;440020-XGSFTOP30 060-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954527;440020-XGSFTOP30 080 _G-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954529;440020-XGSFTOP30 100 _G-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954531;440020-XGSFTOP30 120 _G-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954533;440020-XGSFTOP30 140 _G-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954535;440020-XGSFTOP30 160 _G-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954537;440020-XGSFTOP30 180-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954539;440020-XGSFTOP30 200-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954541;440020-XGSFTOP30TB 140-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954543;440020-XGSFTOP30TB 180 _G-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954545;440020-XGSFTOP30TB 200 _G-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954547;440020-XGSFTOP50 080-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954549;440020-XGSFTOP70 100-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954551;440020-XPGKPLUS 140-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954553;440020-XPGKPLUS 160-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954555;440020-XPGKPLUS 180-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954557;440020-XPGKPLUS 200-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954559;440020-XPGKTOP 020-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954561;440020-XZMPPLUS 080X100-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954563;440020-XZMPPLUS 080X120-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954565;440020-XZMPPLUS 080X140-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954567;440020-XZMPPLUS 080X160-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954569;440020-XZMPPLUS 080X180-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5658954571;440020-XZMPPLUS 080X200-802773---XPS-10--;31.03.2025;Stornobuchung (Generalstorno);BSP-U10;04.04.2025;14:49:33;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659631163;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659631197;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659630843;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659630955;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659630977;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659630957;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659630951;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659630975;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659631183;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659631005;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659631003;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659631007;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659631199;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659630995;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659630827;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659630845;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659630989;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659631195;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659631203;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659630847;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659630993;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659630839;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
5659630999;440020-BSP-800002----10--;30.04.2025;Stornobuchung (Generalstorno);BSP-U10;02.05.2025;14:30:34;Ursprungsbeleg storniert; Neubuchung im selben Journal;Ja
