RECHNUNGSNUMMER;ART;DEBITOR;DEBITORNAME;KUNDENGRUPPE;FAKTURADATUM;LEISTUNGSDATUM;WARENAUSGANG_NR;WARENAUSGANG_DATUM;LIEFERART;BETRAG_EUR;WAEHRUNG;STORNO_REF;BUCHUNGSTEXT;BEMERKUNG
SI10052890;Rechnung;800004;SÜD PANEELE KG;C-DOM;13.01.2025;13.01.2025;DN0170227;13.01.2025;Warenlieferung;5307,88;EUR;;;
SI10052891;Rechnung;800004;SÜD PANEELE KG;C-DOM;13.01.2025;13.01.2025;DN0170226;13.01.2025;Warenlieferung;3449,05;EUR;;;
SI10052892;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;13.01.2025;13.01.2025;DN0170225;13.01.2025;Warenlieferung;10844,23;EUR;;;
SI10052893;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;13.01.2025;13.01.2025;DN0170208;13.01.2025;Warenlieferung;10934,55;EUR;;;
SI10052894;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;13.01.2025;13.01.2025;DN0170207;13.01.2025;Warenlieferung;10384,42;EUR;;;
SI10052895;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;13.01.2025;13.01.2025;DN0170193;13.01.2025;Warenlieferung;10634,89;EUR;;;
SI10052896;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;13.01.2025;13.01.2025;DN0170192;13.01.2025;Warenlieferung;2695,49;EUR;;;
SI10052897;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;13.01.2025;13.01.2025;DN0170179;13.01.2025;Warenlieferung;5947,24;EUR;;;
SI10052898;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;13.01.2025;13.01.2025;DN0170178;13.01.2025;Warenlieferung;6838,98;EUR;;;
SI10052899;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;13.01.2025;13.01.2025;DN0170174;13.01.2025;Warenlieferung;3145,31;EUR;;;
SI10052900;Rechnung;800291;ALPEN TECHNIK;C-DOM;13.01.2025;13.01.2025;DN0170171;13.01.2025;Warenlieferung;2836,01;EUR;;;
SI10052901;Rechnung;800291;ALPEN TECHNIK;C-DOM;13.01.2025;13.01.2025;DN0170170;13.01.2025;Warenlieferung;6944,58;EUR;;;
SI10052902;Rechnung;800291;ALPEN TECHNIK;C-DOM;13.01.2025;13.01.2025;DN0170169;13.01.2025;Warenlieferung;3309,85;EUR;;;
SI10052903;Rechnung;800291;ALPEN TECHNIK;C-DOM;13.01.2025;13.01.2025;DN0170167;13.01.2025;Warenlieferung;2808,16;EUR;;;
SI10052904;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;13.01.2025;13.01.2025;DN0170161;13.01.2025;Warenlieferung;3155,88;EUR;;;
SI10052905;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;13.01.2025;13.01.2025;DN0170160;13.01.2025;Warenlieferung;5254,54;EUR;;;
SI10052906;Rechnung;800291;ALPEN TECHNIK;C-DOM;13.01.2025;13.01.2025;DN0170158;13.01.2025;Warenlieferung;2750,33;EUR;;;
SI10052907;Rechnung;800291;ALPEN TECHNIK;C-DOM;13.01.2025;13.01.2025;DN0170145;13.01.2025;Warenlieferung;4282,93;EUR;;;
SI10052908;Rechnung;800291;ALPEN TECHNIK;C-DOM;13.01.2025;13.01.2025;DN0170130;13.01.2025;Warenlieferung;7890,06;EUR;;;
SI10052909;Rechnung;800291;ALPEN TECHNIK;C-DOM;13.01.2025;13.01.2025;DN0170129;13.01.2025;Warenlieferung;3709,94;EUR;;;
SI10052910;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;13.01.2025;13.01.2025;DN10054646;13.01.2025;Warenlieferung;9668,13;EUR;;;
SI10052911;Rechnung;800291;ALPEN TECHNIK;C-DOM;13.01.2025;13.01.2025;DN10054645;13.01.2025;Warenlieferung;9322,20;EUR;;;
SI10052912;Rechnung;800189;FOKUS MONTAGE MBH;C-DOM;13.01.2025;13.01.2025;DN10054644;13.01.2025;Warenlieferung;8157,49;EUR;;;
SI10052913;Rechnung;800630;FORMA FOLIEN GMBH;C-DOM;13.01.2025;13.01.2025;DN10054643;13.01.2025;Warenlieferung;109,46;EUR;;;
SI10052914;Rechnung;800630;FORMA FOLIEN GMBH;C-DOM;13.01.2025;13.01.2025;DN10054642;13.01.2025;Warenlieferung;2981,41;EUR;;;
SI10052915;Rechnung;800630;FORMA FOLIEN GMBH;C-DOM;13.01.2025;13.01.2025;DN10054641;13.01.2025;Warenlieferung;9050,81;EUR;;;
SI10052916;Rechnung;801071;FORMA PLATTEN GMBH;C-DOM;13.01.2025;13.01.2025;DN10054640;13.01.2025;Warenlieferung;8636,54;EUR;;;
SI10052917;Rechnung;801435;ALLGÄU INDUSTRIEBEDARF GMBH & CO. KG;C-DOM;13.01.2025;13.01.2025;DN10054639;13.01.2025;Warenlieferung;12125,43;EUR;;;
SI10052918;Rechnung;800210;BASALTTIEFBAU GMBH & CO. KG;C-DOM;13.01.2025;13.01.2025;DN10054638;13.01.2025;Warenlieferung;12692,93;EUR;;;
SI10052961;Rechnung;800004;SÜD PANEELE KG;C-DOM;13.01.2025;13.01.2025;DN10054637;13.01.2025;Warenlieferung;12738,90;EUR;;;
SI10052962;Rechnung;800004;SÜD PANEELE KG;C-DOM;13.01.2025;13.01.2025;DN10054636;13.01.2025;Warenlieferung;3886,44;EUR;;;
SI10052928;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;14.01.2025;14.01.2025;DN0170349;14.01.2025;Warenlieferung;2080,95;EUR;;;
SI10052929;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;14.01.2025;14.01.2025;DN0170348;14.01.2025;Warenlieferung;9906,99;EUR;;;
SI10052930;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;14.01.2025;14.01.2025;DN0170347;14.01.2025;Warenlieferung;12852,64;EUR;;;
SI10052931;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;14.01.2025;14.01.2025;DN0170345;14.01.2025;Warenlieferung;9392,91;EUR;;;
SI10052932;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;14.01.2025;14.01.2025;DN0170344;14.01.2025;Warenlieferung;2063,17;EUR;;;
SI10052933;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;14.01.2025;14.01.2025;DN0170341;14.01.2025;Warenlieferung;7633,61;EUR;;;
SI10052934;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;14.01.2025;14.01.2025;DN0170340;14.01.2025;Warenlieferung;3118,75;EUR;;;
SI10052935;Rechnung;800004;SÜD PANEELE KG;C-DOM;14.01.2025;14.01.2025;DN0170322;14.01.2025;Warenlieferung;10452,10;EUR;;;
SI10052936;Rechnung;800004;SÜD PANEELE KG;C-DOM;14.01.2025;14.01.2025;DN0170321;14.01.2025;Warenlieferung;11566,80;EUR;;;
SI10052937;Rechnung;800004;SÜD PANEELE KG;C-DOM;14.01.2025;14.01.2025;DN0170320;14.01.2025;Warenlieferung;11309,76;EUR;;;
SI10052938;Rechnung;800004;SÜD PANEELE KG;C-DOM;14.01.2025;14.01.2025;DN0170319;14.01.2025;Warenlieferung;9660,42;EUR;;;
SI10052939;Rechnung;800004;SÜD PANEELE KG;C-DOM;14.01.2025;14.01.2025;DN0170316;14.01.2025;Warenlieferung;5669,87;EUR;;;
SI10052940;Rechnung;800004;SÜD PANEELE KG;C-DOM;14.01.2025;14.01.2025;DN0170309;14.01.2025;Warenlieferung;4326,84;EUR;;;
SI10052941;Rechnung;800004;SÜD PANEELE KG;C-DOM;14.01.2025;14.01.2025;DN0170306;14.01.2025;Warenlieferung;5569,20;EUR;;;
SI10052942;Rechnung;800004;SÜD PANEELE KG;C-DOM;14.01.2025;14.01.2025;DN0170279;14.01.2025;Warenlieferung;3265,26;EUR;;;
SI10052943;Rechnung;800004;SÜD PANEELE KG;C-DOM;14.01.2025;14.01.2025;DN0170278;14.01.2025;Warenlieferung;5825,88;EUR;;;
SI10052944;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;14.01.2025;14.01.2025;DN0170271;14.01.2025;Warenlieferung;5731,71;EUR;;;
SI10052945;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;14.01.2025;14.01.2025;DN0170270;14.01.2025;Warenlieferung;2848,43;EUR;;;
SI10052946;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;14.01.2025;14.01.2025;DN0170265;14.01.2025;Warenlieferung;7653,37;EUR;;;
SI10052947;Rechnung;800291;ALPEN TECHNIK;C-DOM;14.01.2025;14.01.2025;DN0170264;14.01.2025;Warenlieferung;11041,01;EUR;;;
SI10052948;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;14.01.2025;14.01.2025;DN0170263;14.01.2025;Warenlieferung;13681,67;EUR;;;
SI10052949;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;14.01.2025;14.01.2025;DN10054724;14.01.2025;Warenlieferung;12543,55;EUR;;;
SI10052950;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;14.01.2025;14.01.2025;DN10054723;14.01.2025;Warenlieferung;13343,68;EUR;;;
SI10052951;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;14.01.2025;14.01.2025;DN10054722;14.01.2025;Warenlieferung;2450,45;EUR;;;
SI10052952;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;14.01.2025;14.01.2025;DN10054721;14.01.2025;Warenlieferung;1459,77;EUR;;;
SI10052953;Rechnung;801071;FORMA PLATTEN GMBH;C-DOM;14.01.2025;14.01.2025;DN10054720;14.01.2025;Warenlieferung;8197,22;EUR;;;
SI10052954;Rechnung;800170;KOMPAKTPROFILE GMBH & CO. KG;C-DOM;14.01.2025;14.01.2025;DN10054719;14.01.2025;Warenlieferung;2207,12;EUR;;;
SI10052955;Rechnung;801948;MAIN TECHNIK;C-DOM;14.01.2025;14.01.2025;DN10054718;14.01.2025;Warenlieferung;7235,74;EUR;;;
SI10052956;Rechnung;800946;HANSE TROCKENBAU;C-DOM;14.01.2025;14.01.2025;DN10054717;14.01.2025;Warenlieferung;3564,29;EUR;;;
SCN0003264;Gutschrift;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;;;Gutschrift;-5750,20;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SI10052964;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN0170491;15.01.2025;Warenlieferung;2913,12;EUR;;;
SI10052968;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;15.01.2025;15.01.2025;DN0170480;15.01.2025;Warenlieferung;9047,81;EUR;;;
SI10052969;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;15.01.2025;15.01.2025;DN0170475;15.01.2025;Warenlieferung;9047,81;EUR;;;
SI10052970;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;15.01.2025;15.01.2025;DN0170474;15.01.2025;Warenlieferung;2665,50;EUR;;;
SI10052971;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;15.01.2025;15.01.2025;DN0170436;15.01.2025;Warenlieferung;2152,71;EUR;;;
SI10052972;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;15.01.2025;15.01.2025;DN0170422;15.01.2025;Warenlieferung;2536,98;EUR;;;
SI10052973;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;15.01.2025;15.01.2025;DN0170411;15.01.2025;Warenlieferung;4653,50;EUR;;;
SI10052974;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN0170410;15.01.2025;Warenlieferung;5750,20;EUR;;;
SI10052975;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN0170400;15.01.2025;Warenlieferung;2806,88;EUR;;;
SI10052976;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN0170398;15.01.2025;Warenlieferung;12916,03;EUR;;;
SI10052977;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN0170394;15.01.2025;Warenlieferung;3853,46;EUR;;;
SI10052978;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN0170390;15.01.2025;Warenlieferung;3757,07;EUR;;;
SI10052979;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN0170389;15.01.2025;Warenlieferung;9060,66;EUR;;;
SI10052980;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN0170388;15.01.2025;Warenlieferung;7734,62;EUR;;;
SI10052981;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054795;15.01.2025;Warenlieferung;922,13;EUR;;;
SI10052982;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054794;15.01.2025;Warenlieferung;2094,40;EUR;;;
SI10052983;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054793;15.01.2025;Warenlieferung;3397,25;EUR;;;
SI10052984;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054792;15.01.2025;Warenlieferung;3641,67;EUR;;;
SI10052985;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054791;15.01.2025;Warenlieferung;2682,64;EUR;;;
SI10052986;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054790;15.01.2025;Warenlieferung;3665,39;EUR;;;
SI10052987;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054789;15.01.2025;Warenlieferung;3421,92;EUR;;;
SI10052988;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054788;15.01.2025;Warenlieferung;1436,81;EUR;;;
SI10052989;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054787;15.01.2025;Warenlieferung;6148,40;EUR;;;
SI10052990;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054786;15.01.2025;Warenlieferung;4319,34;EUR;;;
SI10052991;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054785;15.01.2025;Warenlieferung;4289,57;EUR;;;
SI10052992;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054784;15.01.2025;Warenlieferung;7199,05;EUR;;;
SI10052993;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054783;15.01.2025;Warenlieferung;1371,95;EUR;;;
SI10052994;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054782;15.01.2025;Warenlieferung;4236,88;EUR;;;
SI10052995;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054781;15.01.2025;Warenlieferung;4363,25;EUR;;;
SI10052996;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054780;15.01.2025;Warenlieferung;11354,46;EUR;;;
SI10052997;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054779;15.01.2025;Warenlieferung;1370,88;EUR;;;
SI10052998;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054778;15.01.2025;Warenlieferung;942,48;EUR;;;
SI10052999;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054777;15.01.2025;Warenlieferung;8816,47;EUR;;;
SI10053000;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054776;15.01.2025;Warenlieferung;6978,64;EUR;;;
SI10053001;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054775;15.01.2025;Warenlieferung;2425,41;EUR;;;
SI10053002;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054774;15.01.2025;Warenlieferung;3534,94;EUR;;;
SI10053003;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054773;15.01.2025;Warenlieferung;3643,54;EUR;;;
SI10053004;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054772;15.01.2025;Warenlieferung;6570,59;EUR;;;
SI10053005;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054771;15.01.2025;Warenlieferung;3798,48;EUR;;;
SI10053006;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054770;15.01.2025;Warenlieferung;2639,37;EUR;;;
SI10053007;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054769;15.01.2025;Warenlieferung;4808,36;EUR;;;
SI10053008;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054768;15.01.2025;Warenlieferung;2467,58;EUR;;;
SI10053009;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054767;15.01.2025;Warenlieferung;2938,82;EUR;;;
SI10053010;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054766;15.01.2025;Warenlieferung;12394,47;EUR;;;
SI10053011;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054765;15.01.2025;Warenlieferung;898,89;EUR;;;
SI10053012;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054764;15.01.2025;Warenlieferung;7519,42;EUR;;;
SI10053013;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;15.01.2025;DN10054763;15.01.2025;Warenlieferung;1298,05;EUR;;;
SI10053016;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.01.2025;15.01.2025;DN10054762;15.01.2025;Warenlieferung;2001,77;EUR;;;
SI10053017;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.01.2025;15.01.2025;DN10054761;15.01.2025;Warenlieferung;12029,47;EUR;;;
SI10053018;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.01.2025;15.01.2025;DN10054760;15.01.2025;Warenlieferung;11404,01;EUR;;;
SI10053019;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.01.2025;15.01.2025;DN10054759;15.01.2025;Warenlieferung;10932,77;EUR;;;
SI10053020;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.01.2025;15.01.2025;DN10054757;15.01.2025;Warenlieferung;12543,55;EUR;;;
SI10053021;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.01.2025;15.01.2025;DN10054756;15.01.2025;Warenlieferung;9531,04;EUR;;;
SI10053022;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.01.2025;15.01.2025;DN10054755;15.01.2025;Warenlieferung;5478,38;EUR;;;
SI10053023;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.01.2025;15.01.2025;DN10054754;15.01.2025;Warenlieferung;3265,26;EUR;;;
SI10053024;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.01.2025;15.01.2025;DN10054753;15.01.2025;Warenlieferung;7152,14;EUR;;;
SI10053025;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.01.2025;15.01.2025;DN10054752;15.01.2025;Warenlieferung;6402,01;EUR;;;
SI10053026;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.01.2025;15.01.2025;DN10054750;15.01.2025;Warenlieferung;5548,61;EUR;;;
SI10053027;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.01.2025;15.01.2025;DN10054749;15.01.2025;Warenlieferung;8032,50;EUR;;;
SI10053028;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.01.2025;15.01.2025;DN10054748;15.01.2025;Warenlieferung;15176,64;EUR;;;
SI10053029;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.01.2025;15.01.2025;DN10054747;15.01.2025;Warenlieferung;4190,82;EUR;;;
SI10053030;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.01.2025;15.01.2025;DN10054746;15.01.2025;Warenlieferung;2819,09;EUR;;;
SI10053031;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.01.2025;15.01.2025;DN10054744;15.01.2025;Warenlieferung;11138,83;EUR;;;
SI10053032;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.01.2025;15.01.2025;DN10054743;15.01.2025;Warenlieferung;2793,17;EUR;;;
SI10053033;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;15.01.2025;15.01.2025;DN10054742;15.01.2025;Warenlieferung;3726,01;EUR;;;
SI10053034;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.01.2025;15.01.2025;DN10054741;15.01.2025;Warenlieferung;3300,93;EUR;;;
SI10053035;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.01.2025;15.01.2025;DN10054740;15.01.2025;Warenlieferung;2566,97;EUR;;;
SI10053036;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.01.2025;15.01.2025;DN10054739;15.01.2025;Warenlieferung;7106,51;EUR;;;
SI10053037;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.01.2025;15.01.2025;DN10054738;15.01.2025;Warenlieferung;4629,72;EUR;;;
SI10053038;Rechnung;800291;ALPEN TECHNIK;C-DOM;15.01.2025;15.01.2025;DN10054737;15.01.2025;Warenlieferung;5130,95;EUR;;;
SI10053039;Rechnung;801900;CERESELEKTRO;C-DOM;15.01.2025;15.01.2025;DN10054736;15.01.2025;Warenlieferung;2755,47;EUR;;;
SI10053040;Rechnung;800050;KORUND LOGISTIK;C-DOM;15.01.2025;15.01.2025;DN10054735;15.01.2025;Warenlieferung;11887,39;EUR;;;
SI10053041;Rechnung;800050;KORUND LOGISTIK;C-DOM;15.01.2025;15.01.2025;DN10054733;15.01.2025;Warenlieferung;12013,76;EUR;;;
SI10053042;Rechnung;801071;FORMA PLATTEN GMBH;C-DOM;15.01.2025;15.01.2025;DN10054732;15.01.2025;Warenlieferung;2998,80;EUR;;;
SI10053043;Rechnung;801849;CERESMASCHINEN GMBH;C-DOM;15.01.2025;15.01.2025;DN10054731;15.01.2025;Warenlieferung;1937,44;EUR;;;
SI10053044;Rechnung;801071;FORMA PLATTEN GMBH;C-DOM;15.01.2025;15.01.2025;DN10054730;15.01.2025;Warenlieferung;3022,79;EUR;;;
SI10053045;Rechnung;801435;ALLGÄU INDUSTRIEBEDARF GMBH & CO. KG;C-DOM;15.01.2025;15.01.2025;DN10054729;15.01.2025;Warenlieferung;11707,32;EUR;;;
SI10053046;Rechnung;800078;KLINKERMETALL E.K.;C-DOM;15.01.2025;15.01.2025;DN10054728;15.01.2025;Warenlieferung;5480,09;EUR;;;
SI10053047;Rechnung;800630;FORMA FOLIEN GMBH;C-DOM;15.01.2025;15.01.2025;DN10054727;15.01.2025;Warenlieferung;11388,59;EUR;;;
SI10053048;Rechnung;800062;HARZ ANLAGENBAU GMBH;C-DOM;15.01.2025;15.01.2025;DN10054726;15.01.2025;Warenlieferung;7276,37;EUR;;;
SI10053049;Rechnung;802090;ARGUS WERKZEUGE;C-DOM;15.01.2025;15.01.2025;DN10054725;15.01.2025;Warenlieferung;746,70;EUR;;;
SI10053050;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;14.01.2025;DN10054716;14.01.2025;Warenlieferung;0,00;EUR;;;
SI10053051;Rechnung;802749;HARZHOCHBAU;C-DOM;15.01.2025;14.01.2025;DN10054715;14.01.2025;Warenlieferung;3397,37;EUR;;;
SI10053052;Rechnung;801992;ROBURSPEDITION GMBH;C-DOM;15.01.2025;14.01.2025;DN10054714;14.01.2025;Warenlieferung;2325,07;EUR;;;
SI10053053;Rechnung;801948;MAIN TECHNIK;C-DOM;15.01.2025;14.01.2025;DN10054713;14.01.2025;Warenlieferung;4816,29;EUR;;;
SI10053054;Rechnung;801948;MAIN TECHNIK;C-DOM;15.01.2025;14.01.2025;DN10054712;14.01.2025;Warenlieferung;4680,06;EUR;;;
SI10053055;Rechnung;802289;DELTA ZIEGEL GMBH & CO. KG;C-DOM;15.01.2025;14.01.2025;DN10054711;14.01.2025;Warenlieferung;2677,50;EUR;;;
SI10053056;Rechnung;800238;TERRA SYSTEME;C-DOM;15.01.2025;14.01.2025;DN10054710;14.01.2025;Warenlieferung;2287,66;EUR;;;
SI10053057;Rechnung;802283;HANSE RECYCLING;C-DOM;15.01.2025;14.01.2025;DN10054709;14.01.2025;Warenlieferung;6426,00;EUR;;;
SI10053058;Rechnung;802289;DELTA ZIEGEL GMBH & CO. KG;C-DOM;15.01.2025;14.01.2025;DN10054708;14.01.2025;Warenlieferung;899,64;EUR;;;
SI10053601;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;14.01.2025;DN10054707;14.01.2025;Warenlieferung;5935,22;EUR;;;
SI10053839;Rechnung;800004;SÜD PANEELE KG;C-DOM;15.01.2025;14.01.2025;DN10054706;14.01.2025;Warenlieferung;257,40;EUR;;;
SI10053059;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;16.01.2025;16.01.2025;DN0170594;16.01.2025;Warenlieferung;9047,81;EUR;;;
SI10053060;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;16.01.2025;16.01.2025;DN0170593;16.01.2025;Warenlieferung;4019,68;EUR;;;
SI10053061;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;16.01.2025;16.01.2025;DN0170592;16.01.2025;Warenlieferung;10187,35;EUR;;;
SI10053062;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;16.01.2025;16.01.2025;DN0170431;16.01.2025;Warenlieferung;3238,70;EUR;;;
SI10053063;Rechnung;801401;WEST GERÜSTBAU SA;C-EU;16.01.2025;16.01.2025;DN0170584;16.01.2025;Warenlieferung;8118,90;EUR;;;
SI10053064;Rechnung;800630;FORMA FOLIEN GMBH;C-DOM;16.01.2025;16.01.2025;DN0170583;16.01.2025;Warenlieferung;4416,49;EUR;;;
SI10053065;Rechnung;800050;KORUND LOGISTIK;C-DOM;16.01.2025;16.01.2025;DN0170582;16.01.2025;Warenlieferung;2184,84;EUR;;;
SI10053066;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.01.2025;16.01.2025;DN0170522;16.01.2025;Warenlieferung;3579,52;EUR;;;
SI10053067;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.01.2025;16.01.2025;DN0170521;16.01.2025;Warenlieferung;2540,41;EUR;;;
SI10053068;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.01.2025;16.01.2025;DN0170520;16.01.2025;Warenlieferung;2614,31;EUR;;;
SI10053069;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.01.2025;16.01.2025;DN0170504;16.01.2025;Warenlieferung;11457,56;EUR;;;
SI10053070;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.01.2025;16.01.2025;DNP022224;16.01.2025;Warenlieferung;2919,76;EUR;;;
SI10053071;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.01.2025;16.01.2025;DN10054863;16.01.2025;Warenlieferung;8671,67;EUR;;;
SI10053072;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.01.2025;16.01.2025;DN10054862;16.01.2025;Warenlieferung;12108,55;EUR;;;
