WARENAUSGANG_NR;WARENAUSGANG_DATUM;RECHNUNGSNUMMER;DEBITOR;DEBITORNAME;BETRAG_EUR;LAGERORT
DN10054761;15.01.2025;SI10053017;800002;POLARIS BAUBEDARF KG;12029,47;Werk Musterstadt
DN10054760;15.01.2025;SI10053018;800291;ALPEN TECHNIK;11404,01;Werk Musterstadt
DN10054759;15.01.2025;SI10053019;800291;ALPEN TECHNIK;10932,77;Werk Musterstadt
DN10054757;15.01.2025;SI10053020;800291;ALPEN TECHNIK;12543,55;Werk Musterstadt
DN10054756;15.01.2025;SI10053021;800002;POLARIS BAUBEDARF KG;9531,04;Werk Musterstadt
DN10054755;15.01.2025;SI10053022;800002;POLARIS BAUBEDARF KG;5478,38;Werk Musterstadt
DN10054754;15.01.2025;SI10053023;800002;POLARIS BAUBEDARF KG;3265,26;Werk Musterstadt
DN10054753;15.01.2025;SI10053024;800002;POLARIS BAUBEDARF KG;7152,14;Werk Musterstadt
DN10054752;15.01.2025;SI10053025;800002;POLARIS BAUBEDARF KG;6402,01;Werk Musterstadt
DN10054750;15.01.2025;SI10053026;800002;POLARIS BAUBEDARF KG;5548,61;Werk Musterstadt
DN10054749;15.01.2025;SI10053027;800002;POLARIS BAUBEDARF KG;8032,50;Werk Musterstadt
DN10054748;15.01.2025;SI10053028;800002;POLARIS BAUBEDARF KG;15176,64;Werk Musterstadt
DN10054747;15.01.2025;SI10053029;800291;ALPEN TECHNIK;4190,82;Werk Musterstadt
DN10054746;15.01.2025;SI10053030;800291;ALPEN TECHNIK;2819,09;Werk Musterstadt
DN10054744;15.01.2025;SI10053031;800291;ALPEN TECHNIK;11138,83;Werk Musterstadt
DN10054743;15.01.2025;SI10053032;800291;ALPEN TECHNIK;2793,17;Werk Musterstadt
DN10054742;15.01.2025;SI10053033;800002;POLARIS BAUBEDARF KG;3726,01;Werk Musterstadt
DN10054741;15.01.2025;SI10053034;800291;ALPEN TECHNIK;3300,93;Werk Musterstadt
DN10054740;15.01.2025;SI10053035;800291;ALPEN TECHNIK;2566,97;Werk Musterstadt
DN10054739;15.01.2025;SI10053036;800291;ALPEN TECHNIK;7106,51;Werk Musterstadt
DN10054738;15.01.2025;SI10053037;800291;ALPEN TECHNIK;4629,72;Werk Musterstadt
DN10054737;15.01.2025;SI10053038;800291;ALPEN TECHNIK;5130,95;Werk Musterstadt
DN10054736;15.01.2025;SI10053039;801900;CERESELEKTRO;2755,47;Werk Musterstadt
DN10054735;15.01.2025;SI10053040;800050;KORUND LOGISTIK;11887,39;Werk Musterstadt
DN10054733;15.01.2025;SI10053041;800050;KORUND LOGISTIK;12013,76;Werk Musterstadt
DN10054732;15.01.2025;SI10053042;801071;FORMA PLATTEN GMBH;2998,80;Werk Musterstadt
DN10054731;15.01.2025;SI10053043;801849;CERESMASCHINEN GMBH;1937,44;Werk Musterstadt
DN10054730;15.01.2025;SI10053044;801071;FORMA PLATTEN GMBH;3022,79;Werk Musterstadt
DN10054729;15.01.2025;SI10053045;801435;ALLGÄU INDUSTRIEBEDARF GMBH & CO. KG;11707,32;Werk Musterstadt
DN10054728;15.01.2025;SI10053046;800078;KLINKERMETALL E.K.;5480,09;Werk Musterstadt
DN10054727;15.01.2025;SI10053047;800630;FORMA FOLIEN GMBH;11388,59;Werk Musterstadt
DN10054726;15.01.2025;SI10053048;800062;HARZ ANLAGENBAU GMBH;7276,37;Werk Musterstadt
DN10054725;15.01.2025;SI10053049;802090;ARGUS WERKZEUGE;746,70;Werk Musterstadt
DN10054716;14.01.2025;SI10053050;800004;SÜD PANEELE KG;0,00;Werk Musterstadt
DN10054715;14.01.2025;SI10053051;802749;HARZHOCHBAU;3397,37;Werk Musterstadt
DN10054714;14.01.2025;SI10053052;801992;ROBURSPEDITION GMBH;2325,07;Werk Musterstadt
DN10054713;14.01.2025;SI10053053;801948;MAIN TECHNIK;4816,29;Werk Musterstadt
DN10054712;14.01.2025;SI10053054;801948;MAIN TECHNIK;4680,06;Werk Musterstadt
DN10054711;14.01.2025;SI10053055;802289;DELTA ZIEGEL GMBH & CO. KG;2677,50;Werk Musterstadt
DN10054710;14.01.2025;SI10053056;800238;TERRA SYSTEME;2287,66;Werk Musterstadt
DN10054709;14.01.2025;SI10053057;802283;HANSE RECYCLING;6426,00;Werk Musterstadt
DN10054708;14.01.2025;SI10053058;802289;DELTA ZIEGEL GMBH & CO. KG;899,64;Werk Musterstadt
DN10054707;14.01.2025;SI10053601;800004;SÜD PANEELE KG;5935,22;Werk Musterstadt
DN10054706;14.01.2025;SI10053839;800004;SÜD PANEELE KG;257,40;Werk Musterstadt
DN0170594;16.01.2025;SI10053059;800181;HANSE GEBÄUDETECHNIK GMBH;9047,81;Werk Musterstadt
DN0170593;16.01.2025;SI10053060;800181;HANSE GEBÄUDETECHNIK GMBH;4019,68;Werk Musterstadt
DN0170592;16.01.2025;SI10053061;800181;HANSE GEBÄUDETECHNIK GMBH;10187,35;Werk Musterstadt
DN0170431;16.01.2025;SI10053062;800181;HANSE GEBÄUDETECHNIK GMBH;3238,70;Werk Musterstadt
DN0170584;16.01.2025;SI10053063;801401;WEST GERÜSTBAU SA;8118,90;Werk Musterstadt
DN0170583;16.01.2025;SI10053064;800630;FORMA FOLIEN GMBH;4416,49;Werk Musterstadt
DN0170582;16.01.2025;SI10053065;800050;KORUND LOGISTIK;2184,84;Werk Musterstadt
DN0170522;16.01.2025;SI10053066;800004;SÜD PANEELE KG;3579,52;Werk Musterstadt
DN0170521;16.01.2025;SI10053067;800004;SÜD PANEELE KG;2540,41;Werk Musterstadt
DN0170520;16.01.2025;SI10053068;800004;SÜD PANEELE KG;2614,31;Werk Musterstadt
DN0170504;16.01.2025;SI10053069;800004;SÜD PANEELE KG;11457,56;Werk Musterstadt
DNP022224;16.01.2025;SI10053070;800004;SÜD PANEELE KG;2919,76;Werk Musterstadt
DN10054863;16.01.2025;SI10053071;800004;SÜD PANEELE KG;8671,67;Werk Musterstadt
DN10054862;16.01.2025;SI10053072;800004;SÜD PANEELE KG;12108,55;Werk Musterstadt
DN10054861;16.01.2025;SI10053073;800004;SÜD PANEELE KG;5017,42;Werk Musterstadt
DN10054860;16.01.2025;SI10053074;800004;SÜD PANEELE KG;10458,01;Werk Musterstadt
DN10054859;16.01.2025;SI10053075;800004;SÜD PANEELE KG;12535,35;Werk Musterstadt
DN10054858;16.01.2025;SI10053076;800004;SÜD PANEELE KG;2351,06;Werk Musterstadt
DN10054857;16.01.2025;SI10053077;800004;SÜD PANEELE KG;3036,29;Werk Musterstadt
DN10054856;16.01.2025;SI10053078;800004;SÜD PANEELE KG;2867,92;Werk Musterstadt
DN10054855;16.01.2025;SI10053079;800004;SÜD PANEELE KG;1825,65;Werk Musterstadt
DN10054854;16.01.2025;SI10053080;800004;SÜD PANEELE KG;2874,56;Werk Musterstadt
DN10054853;16.01.2025;SI10053081;800004;SÜD PANEELE KG;2309,08;Werk Musterstadt
DN10054851;16.01.2025;SI10053082;800004;SÜD PANEELE KG;813,96;Werk Musterstadt
DN10054850;16.01.2025;SI10053083;800004;SÜD PANEELE KG;10281,60;Werk Musterstadt
DN10054849;16.01.2025;SI10053084;800004;SÜD PANEELE KG;2537,73;Werk Musterstadt
DN10054848;16.01.2025;SI10053085;800004;SÜD PANEELE KG;5239,33;Werk Musterstadt
DN10054847;16.01.2025;SI10053086;800004;SÜD PANEELE KG;8946,71;Werk Musterstadt
DN10054846;16.01.2025;SI10053087;800004;SÜD PANEELE KG;4712,40;Werk Musterstadt
DN10054845;16.01.2025;SI10053088;800004;SÜD PANEELE KG;3337,24;Werk Musterstadt
DN10054844;16.01.2025;SI10053089;800004;SÜD PANEELE KG;2095,95;Werk Musterstadt
DN10054843;16.01.2025;SI10053090;800004;SÜD PANEELE KG;3343,31;Werk Musterstadt
DN10054842;16.01.2025;SI10053091;800002;POLARIS BAUBEDARF KG;4558,18;Werk Musterstadt
DN10054841;16.01.2025;SI10053092;800002;POLARIS BAUBEDARF KG;9536,18;Werk Musterstadt
DN10054840;16.01.2025;SI10053093;800291;ALPEN TECHNIK;916,78;Werk Musterstadt
DN10054839;16.01.2025;SI10053094;800291;ALPEN TECHNIK;3036,07;Werk Musterstadt
DN10054838;16.01.2025;SI10053095;800002;POLARIS BAUBEDARF KG;596,33;Werk Musterstadt
DN10054837;16.01.2025;SI10053096;800002;POLARIS BAUBEDARF KG;10032,27;Werk Musterstadt
DN10054836;16.01.2025;SI10053097;800002;POLARIS BAUBEDARF KG;2551,36;Werk Musterstadt
DN10054835;16.01.2025;SI10053098;800002;POLARIS BAUBEDARF KG;1257,25;Werk Musterstadt
DN10054834;16.01.2025;SI10053099;800002;POLARIS BAUBEDARF KG;11011,59;Werk Musterstadt
DN10054833;16.01.2025;SI10053100;800002;POLARIS BAUBEDARF KG;4180,61;Werk Musterstadt
DN10054832;16.01.2025;SI10053101;800291;ALPEN TECHNIK;3824,54;Werk Musterstadt
DN10054831;16.01.2025;SI10053102;800291;ALPEN TECHNIK;6944,58;Werk Musterstadt
DN10054830;16.01.2025;SI10053103;800291;ALPEN TECHNIK;4672,56;Werk Musterstadt
DN10054829;16.01.2025;SI10053104;800291;ALPEN TECHNIK;5224,12;Werk Musterstadt
DN10054828;16.01.2025;SI10053105;800002;POLARIS BAUBEDARF KG;10021,13;Werk Musterstadt
DN10054827;16.01.2025;SI10053106;800291;ALPEN TECHNIK;3022,79;Werk Musterstadt
DN10054826;16.01.2025;SI10053107;800002;POLARIS BAUBEDARF KG;4523,90;Werk Musterstadt
DN10054825;16.01.2025;SI10053108;800291;ALPEN TECHNIK;4733,68;Werk Musterstadt
DN10054824;16.01.2025;SI10053109;800291;ALPEN TECHNIK;2793,17;Werk Musterstadt
DN10054823;16.01.2025;SI10053110;800002;POLARIS BAUBEDARF KG;4502,33;Werk Musterstadt
DN10054822;16.01.2025;SI10053111;800002;POLARIS BAUBEDARF KG;5451,82;Werk Musterstadt
DN10054821;16.01.2025;SI10053112;800291;ALPEN TECHNIK;5042,27;Werk Musterstadt
DN10054820;16.01.2025;SI10053113;800291;ALPEN TECHNIK;4675,56;Werk Musterstadt
DN10054818;16.01.2025;SI10053114;800291;ALPEN TECHNIK;9236,52;Werk Musterstadt
DN10054817;16.01.2025;SI10053115;800002;POLARIS BAUBEDARF KG;2409,99;Werk Musterstadt
DN10054816;16.01.2025;SI10053116;800946;HANSE TROCKENBAU;6700,18;Werk Musterstadt
DN10054815;16.01.2025;SI10053117;800188;VEGA GEBÄUDETECHNIK GMBH & CO. KG;6081,57;Werk Musterstadt
DN10054814;16.01.2025;SI10053118;800177;;3956,27;Werk Musterstadt
DN10054813;16.01.2025;SI10053119;801286;PRIMUSLOGISTIK GMBH & CO. KG;9253,44;Werk Musterstadt
DN10054812;16.01.2025;SI10053823;800004;SÜD PANEELE KG;3217,93;Werk Musterstadt
DN0170662;17.01.2025;SI10053120;800181;HANSE GEBÄUDETECHNIK GMBH;3495,74;Werk Musterstadt
DN0170661;17.01.2025;SI10053121;800181;HANSE GEBÄUDETECHNIK GMBH;13866,45;Werk Musterstadt
DN0170618;17.01.2025;SI10053122;800004;SÜD PANEELE KG;5087,68;Werk Musterstadt
DN0170617;17.01.2025;SI10053123;800004;SÜD PANEELE KG;5920,49;Werk Musterstadt
DN0170616;17.01.2025;SI10053124;800004;SÜD PANEELE KG;6781,04;Werk Musterstadt
DN0170613;17.01.2025;SI10053125;800004;SÜD PANEELE KG;5031,56;Werk Musterstadt
DN0170612;17.01.2025;SI10053126;800004;SÜD PANEELE KG;6306,05;Werk Musterstadt
DN0170611;17.01.2025;SI10053127;800004;SÜD PANEELE KG;3277,26;Werk Musterstadt
DN0170595;17.01.2025;SI10053128;800004;SÜD PANEELE KG;8808,33;Werk Musterstadt
DN10054932;17.01.2025;SI10053129;800004;SÜD PANEELE KG;11195,52;Werk Musterstadt
DN10054931;17.01.2025;SI10053130;800004;SÜD PANEELE KG;3411,14;Werk Musterstadt
DN10054930;17.01.2025;SI10053131;800004;SÜD PANEELE KG;5481,95;Werk Musterstadt
DN10054929;17.01.2025;SI10053132;800004;SÜD PANEELE KG;2118,15;Werk Musterstadt
DN10054928;17.01.2025;SI10053133;800004;SÜD PANEELE KG;11737,62;Werk Musterstadt
DN10054927;17.01.2025;SI10053134;800004;SÜD PANEELE KG;307,02;Werk Musterstadt
DN10054926;17.01.2025;SI10053135;800004;SÜD PANEELE KG;3310,68;Werk Musterstadt
DN10054925;17.01.2025;SI10053136;800004;SÜD PANEELE KG;7123,29;Werk Musterstadt
DN10054924;17.01.2025;SI10053137;800004;SÜD PANEELE KG;8372,44;Werk Musterstadt
DN10054923;17.01.2025;SI10053138;800004;SÜD PANEELE KG;6768,71;Werk Musterstadt
DN10054921;17.01.2025;SI10053139;800004;SÜD PANEELE KG;2848,86;Werk Musterstadt
DN10054920;17.01.2025;SI10053140;800004;SÜD PANEELE KG;4391,53;Werk Musterstadt
DN10054919;17.01.2025;SI10053141;800004;SÜD PANEELE KG;2358,58;Werk Musterstadt
DN10054918;17.01.2025;SI10053142;800004;SÜD PANEELE KG;10147,94;Werk Musterstadt
DN10054917;17.01.2025;SI10053143;800004;SÜD PANEELE KG;3113,92;Werk Musterstadt
DN10054915;17.01.2025;SI10053144;800004;SÜD PANEELE KG;10281,60;Werk Musterstadt
DN10054914;17.01.2025;SI10053145;800004;SÜD PANEELE KG;2142,00;Werk Musterstadt
DN10054913;17.01.2025;SI10053146;800004;SÜD PANEELE KG;1361,10;Werk Musterstadt
DN10054912;17.01.2025;SI10053147;800004;SÜD PANEELE KG;2249,96;Werk Musterstadt
DN10054911;17.01.2025;SI10053148;800004;SÜD PANEELE KG;2900,73;Werk Musterstadt
DN10054910;17.01.2025;SI10053149;800004;SÜD PANEELE KG;4367,97;Werk Musterstadt
DN10054909;17.01.2025;SI10053150;800004;SÜD PANEELE KG;3855,60;Werk Musterstadt
DN10054908;17.01.2025;SI10053151;800004;SÜD PANEELE KG;14999,57;Werk Musterstadt
DN10054907;17.01.2025;SI10053152;800004;SÜD PANEELE KG;3925,64;Werk Musterstadt
DN10054906;17.01.2025;SI10053153;800004;SÜD PANEELE KG;2956,39;Werk Musterstadt
DN10054905;17.01.2025;SI10053154;800004;SÜD PANEELE KG;11506,82;Werk Musterstadt
DN10054904;17.01.2025;SI10053155;800004;SÜD PANEELE KG;4643,86;Werk Musterstadt
DN10054903;17.01.2025;SI10053156;800004;SÜD PANEELE KG;8944,99;Werk Musterstadt
DN10054902;17.01.2025;SI10053157;800004;SÜD PANEELE KG;10433,25;Werk Musterstadt
DN10054901;17.01.2025;SI10053158;802380;SOLIDGEBÄUDETECHNIK B.V.;8189,28;Werk Musterstadt
DN10054900;17.01.2025;SI10053159;801071;FORMA PLATTEN GMBH;2320,14;Werk Musterstadt
DN10054899;17.01.2025;SI10053160;801071;FORMA PLATTEN GMBH;9001,54;Werk Musterstadt
DN10054898;17.01.2025;SI10053161;800190;WEST GEBÄUDETECHNIK GMBH;2238,82;Werk Musterstadt
DN10054897;17.01.2025;SI10053162;800291;ALPEN TECHNIK;11206,94;Werk Musterstadt
DN10054896;17.01.2025;SI10053163;800291;ALPEN TECHNIK;5790,97;Werk Musterstadt
DN10054895;17.01.2025;SI10053164;800291;ALPEN TECHNIK;6227,51;Werk Musterstadt
DN10054894;17.01.2025;SI10053165;800291;ALPEN TECHNIK;3844,89;Werk Musterstadt
DN10054893;17.01.2025;SI10053166;800291;ALPEN TECHNIK;5130,95;Werk Musterstadt
DN10054891;17.01.2025;SI10053167;800291;ALPEN TECHNIK;4618,15;Werk Musterstadt
DN10054890;17.01.2025;SI10053168;800291;ALPEN TECHNIK;13366,08;Werk Musterstadt
DN10054889;17.01.2025;SI10053169;800002;POLARIS BAUBEDARF KG;142,80;Werk Musterstadt
DN10054888;17.01.2025;SI10053170;800002;POLARIS BAUBEDARF KG;10633,74;Werk Musterstadt
DN10054887;17.01.2025;SI10053171;800002;POLARIS BAUBEDARF KG;6355,74;Werk Musterstadt
DN10054886;17.01.2025;SI10053172;800002;POLARIS BAUBEDARF KG;2248,39;Werk Musterstadt
DN10054882;17.01.2025;SI10053173;800002;POLARIS BAUBEDARF KG;1929,32;Werk Musterstadt
DN10054881;17.01.2025;SI10053174;802445;HANSE INDUSTRIEBEDARF GMBH;8988,63;Werk Musterstadt
DN10054880;17.01.2025;SI10053175;802445;HANSE INDUSTRIEBEDARF GMBH;4899,00;Werk Musterstadt
DN10054879;17.01.2025;SI10053176;802445;HANSE INDUSTRIEBEDARF GMBH;4591,02;Werk Musterstadt
DN10054878;17.01.2025;SI10053177;802445;HANSE INDUSTRIEBEDARF GMBH;9255,71;Werk Musterstadt
DN10054877;17.01.2025;SI10053178;802839;QUARZDÄMMTECHNIK AG;297,02;Werk Musterstadt
DN10054876;17.01.2025;SI10053179;802839;QUARZDÄMMTECHNIK AG;10527,43;Werk Musterstadt
DN10054875;17.01.2025;SI10053180;802300;ROBURHOCHBAU GMBH;1596,22;Werk Musterstadt
DN10054874;17.01.2025;SI10053181;800946;HANSE TROCKENBAU;2659,51;Werk Musterstadt
DN10054873;17.01.2025;SI10053182;800984;OPAL INNENAUSBAU;4401,38;Werk Musterstadt
DN10054872;17.01.2025;SI10053183;800002;POLARIS BAUBEDARF KG;2105,16;Werk Musterstadt
DN10054871;17.01.2025;SI10053837;800004;SÜD PANEELE KG;5547,78;Werk Musterstadt
DN0170805;20.01.2025;SI10053184;800181;HANSE GEBÄUDETECHNIK GMBH;3274,69;Werk Musterstadt
DN0170802;20.01.2025;SI10053185;800181;HANSE GEBÄUDETECHNIK GMBH;2563,55;Werk Musterstadt
DN0170801;20.01.2025;SI10053186;800004;SÜD PANEELE KG;10086,68;Werk Musterstadt
DN0170800;20.01.2025;SI10053187;800004;SÜD PANEELE KG;1271,02;Werk Musterstadt
DN0170794;20.01.2025;SI10053188;800004;SÜD PANEELE KG;6375,00;Werk Musterstadt
DN0170793;20.01.2025;SI10053189;800004;SÜD PANEELE KG;11030,44;Werk Musterstadt
DN0170784;20.01.2025;SI10053190;800004;SÜD PANEELE KG;11958,79;Werk Musterstadt
DN0170783;20.01.2025;SI10053191;800004;SÜD PANEELE KG;11363,10;Werk Musterstadt
DN0170615;20.01.2025;SI10053192;800004;SÜD PANEELE KG;9867,42;Werk Musterstadt
DN0170782;20.01.2025;SI10053193;800004;SÜD PANEELE KG;11927,61;Werk Musterstadt
DN0170775;20.01.2025;SI10053194;800004;SÜD PANEELE KG;9341,26;Werk Musterstadt
DN0170774;20.01.2025;SI10053195;800004;SÜD PANEELE KG;7668,36;Werk Musterstadt
DN0170773;20.01.2025;SI10053196;800004;SÜD PANEELE KG;1847,48;Werk Musterstadt
DN0170772;20.01.2025;SI10053197;800004;SÜD PANEELE KG;7056,18;Werk Musterstadt
DN0170771;20.01.2025;SI10053198;800004;SÜD PANEELE KG;2279,09;Werk Musterstadt
DN0170755;20.01.2025;SI10053199;800004;SÜD PANEELE KG;4131,49;Werk Musterstadt
DN0170750;20.01.2025;SI10053200;800004;SÜD PANEELE KG;10214,66;Werk Musterstadt
DN0170749;20.01.2025;SI10053201;800004;SÜD PANEELE KG;12954,47;Werk Musterstadt
DN0170748;20.01.2025;SI10053202;800004;SÜD PANEELE KG;5500,66;Werk Musterstadt
DN0170747;20.01.2025;SI10053203;800004;SÜD PANEELE KG;15319,58;Werk Musterstadt
DN0170740;20.01.2025;SI10053204;800004;SÜD PANEELE KG;15319,58;Werk Musterstadt
DN0170728;20.01.2025;SI10053205;800004;SÜD PANEELE KG;2277,80;Werk Musterstadt
DN0170714;20.01.2025;SI10053206;800004;SÜD PANEELE KG;4410,81;Werk Musterstadt
DN0170708;20.01.2025;SI10053207;800004;SÜD PANEELE KG;3575,43;Werk Musterstadt
DN0170707;20.01.2025;SI10053208;800004;SÜD PANEELE KG;9516,05;Werk Musterstadt
DN0170700;20.01.2025;SI10053209;800004;SÜD PANEELE KG;2793,38;Werk Musterstadt
DN10055012;20.01.2025;SI10053210;800004;SÜD PANEELE KG;3105,90;Werk Musterstadt
DN10055011;20.01.2025;SI10053211;800004;SÜD PANEELE KG;4873,05;Werk Musterstadt
DN10055010;20.01.2025;SI10053212;800004;SÜD PANEELE KG;9791,94;Werk Musterstadt
DN10055009;20.01.2025;SI10053213;800004;SÜD PANEELE KG;636,17;Werk Musterstadt
DN10055008;20.01.2025;SI10053214;802007;VULKAN TECHNIK;6480,00;Werk Musterstadt
DN10055007;20.01.2025;SI10053215;801071;FORMA PLATTEN GMBH;3361,51;Werk Musterstadt
DN10055006;20.01.2025;SI10053216;802380;SOLIDGEBÄUDETECHNIK B.V.;7898,22;Werk Musterstadt
DN10055005;20.01.2025;SI10053217;801900;CERESELEKTRO;3897,25;Werk Musterstadt
DN10055004;20.01.2025;SI10053218;800697;RHEINPROFILE GMBH;3247,27;Werk Musterstadt
DN10055003;20.01.2025;SI10053219;800189;FOKUS MONTAGE MBH;8876,61;Werk Musterstadt
DN10055002;20.01.2025;SI10053220;801071;FORMA PLATTEN GMBH;8533,73;Werk Musterstadt
DN10055001;20.01.2025;SI10053221;800002;POLARIS BAUBEDARF KG;9870,34;Werk Musterstadt
DN10055000;20.01.2025;SI10053222;800002;POLARIS BAUBEDARF KG;6275,20;Werk Musterstadt
DN10054999;20.01.2025;SI10053223;800002;POLARIS BAUBEDARF KG;4881,56;Werk Musterstadt
DN10054998;20.01.2025;SI10053224;800002;POLARIS BAUBEDARF KG;5055,72;Werk Musterstadt
DN10054997;20.01.2025;SI10053225;800002;POLARIS BAUBEDARF KG;4196,61;Werk Musterstadt
DN10054996;20.01.2025;SI10053226;800002;POLARIS BAUBEDARF KG;2292,13;Werk Musterstadt
DN10054994;20.01.2025;SI10053227;800002;POLARIS BAUBEDARF KG;7162,85;Werk Musterstadt
DN10054993;20.01.2025;SI10053228;800002;POLARIS BAUBEDARF KG;6126,12;Werk Musterstadt
DN10054992;20.01.2025;SI10053229;800002;POLARIS BAUBEDARF KG;5300,38;Werk Musterstadt
DN10054991;20.01.2025;SI10053230;800002;POLARIS BAUBEDARF KG;7685,50;Werk Musterstadt
DN10054990;20.01.2025;SI10053231;800002;POLARIS BAUBEDARF KG;2375,05;Werk Musterstadt
DN10054989;20.01.2025;SI10053232;800291;ALPEN TECHNIK;3211,71;Werk Musterstadt
DN10054988;20.01.2025;SI10053233;800291;ALPEN TECHNIK;3401,50;Werk Musterstadt
DN10054987;20.01.2025;SI10053234;800291;ALPEN TECHNIK;3820,04;Werk Musterstadt
DN10054986;20.01.2025;SI10053235;800946;HANSE TROCKENBAU;275,89;Werk Musterstadt
DN10054985;20.01.2025;SI10053236;802047;POLARISBETON GMBH;4684,55;Werk Musterstadt
DN10054984;20.01.2025;SI10053237;800946;HANSE TROCKENBAU;3404,49;Werk Musterstadt
DN10054983;20.01.2025;SI10053238;800946;HANSE TROCKENBAU;285,60;Werk Musterstadt
DN10054982;20.01.2025;SI10053239;800946;HANSE TROCKENBAU;5163,65;Werk Musterstadt
DN10054981;20.01.2025;SI10053240;801239;BASALT TECHNIK GMBH;11357,31;Werk Musterstadt
DN10054980;20.01.2025;SI10053241;800946;HANSE TROCKENBAU;2837,72;Werk Musterstadt
DN10054979;20.01.2025;SI10053242;800946;HANSE TROCKENBAU;672,59;Werk Musterstadt
DN10054978;20.01.2025;SI10053243;800946;HANSE TROCKENBAU;5820,48;Werk Musterstadt
DN10054977;20.01.2025;SI10053244;800313;ROBURRECYCLING GMBH;8727,79;Werk Musterstadt
DN0170897;21.01.2025;SI10053245;800181;HANSE GEBÄUDETECHNIK GMBH;19716,36;Werk Musterstadt
DN0170851;21.01.2025;SI10053246;800181;HANSE GEBÄUDETECHNIK GMBH;2733,19;Werk Musterstadt
DN0170850;21.01.2025;SI10053247;800181;HANSE GEBÄUDETECHNIK GMBH;8739,36;Werk Musterstadt
DN0170849;21.01.2025;SI10053248;800181;HANSE GEBÄUDETECHNIK GMBH;4703,40;Werk Musterstadt
DN0170848;21.01.2025;SI10053249;800181;HANSE GEBÄUDETECHNIK GMBH;5472,49;Werk Musterstadt
DN0170846;21.01.2025;SI10053250;801839;MAIN FOLIEN GMBH;5026,20;Werk Musterstadt
DN0170832;21.01.2025;SI10053251;801071;FORMA PLATTEN GMBH;8841,32;Werk Musterstadt
DN0170831;21.01.2025;SI10053252;801900;CERESELEKTRO;6304,98;Werk Musterstadt
DN0170827;21.01.2025;SI10053253;800630;FORMA FOLIEN GMBH;7923,26;Werk Musterstadt
DN0170826;21.01.2025;SI10053254;800062;HARZ ANLAGENBAU GMBH;7439,81;Werk Musterstadt
DN0170825;21.01.2025;SI10053255;800002;POLARIS BAUBEDARF KG;13888,73;Werk Musterstadt
DN0170822;21.01.2025;SI10053256;800002;POLARIS BAUBEDARF KG;9609,01;Werk Musterstadt
DN0170821;21.01.2025;SI10053257;800002;POLARIS BAUBEDARF KG;2662,93;Werk Musterstadt
DN0170817;21.01.2025;SI10053258;800002;POLARIS BAUBEDARF KG;2998,80;Werk Musterstadt
DNP022302;21.01.2025;SI10053259;800002;POLARIS BAUBEDARF KG;10232,10;Werk Musterstadt
DN10055091;21.01.2025;SI10053260;800002;POLARIS BAUBEDARF KG;11024,23;Werk Musterstadt
DN10055090;21.01.2025;SI10053261;800002;POLARIS BAUBEDARF KG;10495,80;Werk Musterstadt
DN10055089;21.01.2025;SI10053262;800002;POLARIS BAUBEDARF KG;6347,17;Werk Musterstadt
DN10055088;21.01.2025;SI10053263;800002;POLARIS BAUBEDARF KG;4534,19;Werk Musterstadt
DN10055087;21.01.2025;SI10053264;800002;POLARIS BAUBEDARF KG;2359,63;Werk Musterstadt
DN10055086;21.01.2025;SI10053265;800002;POLARIS BAUBEDARF KG;2656,08;Werk Musterstadt
DN10055085;21.01.2025;SI10053266;800002;POLARIS BAUBEDARF KG;899,64;Werk Musterstadt
DN10055084;21.01.2025;SI10053267;800002;POLARIS BAUBEDARF KG;4560,32;Werk Musterstadt
DN10055083;21.01.2025;SI10053268;800002;POLARIS BAUBEDARF KG;2412,90;Werk Musterstadt
DN10055082;21.01.2025;SI10053269;800002;POLARIS BAUBEDARF KG;4716,66;Werk Musterstadt
DN10055081;21.01.2025;SI10053270;800002;POLARIS BAUBEDARF KG;4772,26;Werk Musterstadt
DN10055080;21.01.2025;SI10053271;800002;POLARIS BAUBEDARF KG;4199,61;Werk Musterstadt
DN10055079;21.01.2025;SI10053272;800002;POLARIS BAUBEDARF KG;2908,84;Werk Musterstadt
DN10055078;21.01.2025;SI10053273;800002;POLARIS BAUBEDARF KG;11458,88;Werk Musterstadt
DN10055077;21.01.2025;SI10053274;800002;POLARIS BAUBEDARF KG;11427,07;Werk Musterstadt
DN10055076;21.01.2025;SI10053275;800291;ALPEN TECHNIK;5775,69;Werk Musterstadt
DN10055075;21.01.2025;SI10053276;800291;ALPEN TECHNIK;2566,97;Werk Musterstadt
DN10055074;21.01.2025;SI10053277;800291;ALPEN TECHNIK;5635,17;Werk Musterstadt
DN10055073;21.01.2025;SI10053278;800291;ALPEN TECHNIK;2839,01;Werk Musterstadt
DN10055072;21.01.2025;SI10053279;800291;ALPEN TECHNIK;4698,48;Werk Musterstadt
DN10055071;21.01.2025;SI10053280;800291;ALPEN TECHNIK;6663,76;Werk Musterstadt
DN10055070;21.01.2025;SI10053281;800291;ALPEN TECHNIK;4460,72;Werk Musterstadt
DN10055069;21.01.2025;SI10053282;800291;ALPEN TECHNIK;4171,33;Werk Musterstadt
DN10055068;21.01.2025;SI10053283;800004;SÜD PANEELE KG;6080,71;Werk Musterstadt
DN10055067;21.01.2025;SI10053284;800004;SÜD PANEELE KG;5255,02;Werk Musterstadt
